zip,electricity_price
1607,0.181741013
1608,0.181741013
1609,0.181741013
1610,0.181741013
1611,0.181741013
1612,0.181741013
1613,0.181741013
1614,0.181741013
1615,0.181741013
1653,0.181741013
1654,0.181741013
1655,0.181741013
1701,0.174712935
1702,0.167684857
1703,0.167684857
1704,0.167684857
1705,0.167684857
1718,0.167684857
1719,0.156726354
1720,0.156726354
1721,0.174712935
1730,0.174712935
1731,0.167684857
1740,0.159639566
1741,0.174712935
1742,0.167684857
1745,0.174712935
1746,0.174712935
1747,0.181741013
1748,0.174712935
1749,0.162857682
1752,0.162857682
1754,0.150268795
1756,0.181741013
1757,0.174712935
1760,0.120982992
1770,0.167684857
1772,0.174712935
1773,0.167684857
1775,0.156726354
1776,0.162857682
1778,0.167684857
1784,0.167684857
1801,0.16094943
1803,0.169266063
1805,0.167684857
1810,0.170320201
1812,0.181741013
1813,0.167684857
1815,0.167684857
1821,0.169266063
1822,0.181741013
1824,0.174712935
1826,0.181741013
1827,0.181741013
1830,0.181741013
1831,0.181741013
1832,0.181741013
1833,0.181741013
1834,0.181741013
1835,0.181741013
1840,0.181741013
1841,0.181741013
1842,0.181741013
1843,0.181741013
1844,0.181741013
1845,0.170320201
1850,0.181741013
1851,0.181741013
1852,0.181741013
1853,0.181741013
1854,0.181741013
1860,0.181741013
1862,0.174712935
1863,0.181741013
1864,0.154059387
1865,0.181741013
1866,0.181741013
1867,0.147031309
1876,0.169266063
1879,0.181741013
1880,0.15860121
1885,0.181741013
1886,0.16498429
1887,0.169266063
1888,0.167684857
1889,0.147478577
1890,0.174712935
1899,0.181741013
1901,0.181741013
1902,0.181741013
1903,0.181741013
1904,0.154059387
1905,0.181741013
1906,0.154059387
1907,0.181741013
1908,0.181741013
1910,0.181741013
1913,0.181741013
1915,0.17080477
1921,0.181741013
1922,0.181741013
1923,0.154422814
1929,0.181741013
1930,0.181741013
1931,0.181741013
1936,0.181741013
1937,0.148932284
1938,0.181741013
1940,0.154059387
1944,0.181741013
1945,0.181741013
1949,0.153033967
1950,0.181741013
1951,0.181741013
1952,0.181741013
1960,0.153033967
1961,0.105276945
1965,0.181741013
1966,0.181741013
1969,0.181741013
1970,0.156252991
1971,0.181741013
1982,0.181741013
1983,0.17080477
1984,0.17080477
1985,0.181741013
2019,0.174712935
2020,0.167684857
2021,0.174890751
2025,0.181741013
2026,0.167684857
2027,0.167684857
2030,0.120982992
2032,0.17032391
2035,0.163962129
2038,0.174712935
2040,0.181741013
2041,0.167684857
2043,0.181741013
2045,0.181741013
2047,0.181741013
2048,0.158826778
2050,0.174712935
2051,0.167684857
2052,0.167684857
2053,0.174712935
2054,0.167684857
2055,0.181741013
2056,0.174712935
2059,0.167684857
2060,0.181741013
2061,0.174712935
2062,0.17032391
2065,0.167684857
2066,0.174712935
2067,0.16590211
2070,0.181741013
2071,0.174712935
2072,0.174712935
2081,0.174890751
2090,0.17032391
2093,0.174712935
2101,0.167684857
2108,0.167684857
2109,0.167684857
2110,0.167684857
2111,0.167684857
2112,0.167684857
2113,0.167684857
2114,0.167684857
2115,0.167684857
2116,0.167684857
2117,0.167684857
2118,0.167684857
2119,0.167684857
2120,0.167684857
2121,0.167684857
2122,0.167684857
2123,0.167684857
2124,0.167684857
2125,0.167684857
2126,0.167684857
2127,0.167684857
2128,0.174712935
2129,0.174712935
2130,0.167684857
2131,0.167684857
2132,0.167684857
2133,0.167684857
2134,0.167684857
2135,0.167684857
2136,0.167684857
2137,0.167684857
2138,0.167684857
2139,0.167684857
2140,0.167684857
2141,0.167684857
2142,0.167684857
2143,0.167684857
2144,0.174712935
2145,0.174712935
2148,0.181741013
2149,0.174712935
2150,0.174712935
2151,0.174712935
2152,0.174712935
2153,0.181741013
2155,0.174712935
2156,0.181741013
2163,0.167684857
2169,0.168292412
2170,0.174712935
2171,0.174712935
2176,0.174712935
2180,0.169266063
2184,0.168697449
2185,0.142610321
2186,0.174712935
2187,0.167684857
2188,0.168697449
2189,0.181741013
2190,0.168697449
2191,0.181741013
2196,0.167684857
2199,0.167684857
2201,0.167684857
2203,0.167684857
2204,0.167684857
2205,0.167684857
2206,0.167684857
2210,0.167684857
2211,0.167684857
2212,0.167684857
2215,0.167684857
2217,0.167684857
2222,0.167684857
2228,0.167684857
2238,0.167684857
2241,0.167684857
2266,0.167684857
2269,0.181741013
2283,0.167684857
2284,0.167684857
2293,0.167684857
2297,0.167684857
2298,0.167684857
2301,0.181741013
2302,0.181741013
2303,0.181741013
2304,0.181741013
2305,0.181741013
2322,0.181741013
2324,0.165298952
2325,0.181741013
2327,0.174712935
2330,0.159744164
2331,0.167684857
2332,0.174712935
2333,0.181741013
2334,0.181741013
2337,0.181741013
2338,0.168542904
2339,0.181741013
2340,0.181741013
2341,0.181741013
2343,0.168697449
2344,0.143862779
2345,0.167684857
2346,0.166094254
2347,0.158270874
2348,0.167684857
2349,0.143862779
2350,0.181741013
2351,0.181741013
2355,0.167684857
2356,0.161480311
2357,0.181741013
2358,0.174712935
2359,0.174712935
2360,0.167684857
2361,0.167684857
2362,0.167684857
2364,0.174712935
2366,0.167684857
2367,0.168542904
2368,0.168292412
2370,0.181741013
2375,0.159572984
2379,0.181741013
2381,0.167684857
2382,0.181741013
2420,0.167684857
2421,0.167684857
2445,0.167684857
2446,0.167684857
2447,0.167684857
2451,0.167684857
2452,0.167684857
2453,0.167684857
2454,0.167684857
2455,0.167684857
2456,0.167684857
2457,0.074281128
2458,0.167684857
2459,0.167684857
2460,0.167684857
2461,0.167684857
2462,0.120982992
2464,0.120982992
2465,0.167684857
2466,0.167684857
2467,0.167684857
2468,0.120982992
2471,0.167684857
2472,0.167684857
2474,0.174712935
2475,0.167684857
2476,0.167684857
2477,0.167684857
2478,0.167684857
2481,0.120982992
2482,0.120982992
2492,0.120982992
2493,0.120982992
2494,0.120982992
2495,0.167684857
2532,0.167684857
2534,0.167684857
2535,0.167684857
2536,0.167684857
2537,0.167684857
2538,0.167684857
2539,0.167684857
2540,0.167684857
2541,0.167684857
2542,0.167684857
2543,0.167684857
2552,0.167684857
2553,0.167684857
2554,0.190429774
2556,0.167684857
2558,0.167684857
2559,0.167684857
2561,0.167684857
2562,0.167684857
2563,0.167684857
2564,0.190429774
2565,0.167684857
2568,0.167684857
2571,0.167684857
2573,0.167684857
2574,0.167684857
2575,0.167684857
2576,0.159744164
2584,0.190429774
2601,0.167684857
2630,0.167684857
2631,0.167684857
2632,0.167684857
2633,0.167684857
2634,0.167684857
2635,0.167684857
2637,0.167684857
2638,0.167684857
2639,0.167684857
2641,0.167684857
2642,0.167684857
2643,0.167684857
2644,0.167684857
2645,0.167684857
2646,0.167684857
2647,0.167684857
2648,0.167684857
2649,0.167684857
2650,0.167684857
2651,0.167684857
2652,0.167684857
2653,0.167684857
2655,0.167684857
2657,0.167684857
2659,0.167684857
2660,0.167684857
2661,0.167684857
2662,0.167684857
2663,0.167684857
2664,0.167684857
2666,0.167684857
2667,0.167684857
2668,0.167684857
2669,0.167684857
2670,0.167684857
2671,0.167684857
2672,0.167684857
2673,0.167684857
2675,0.167684857
2702,0.170540549
2703,0.171449403
2712,0.181741013
2713,0.167684857
2714,0.167684857
2715,0.172444344
2717,0.174712935
2718,0.158270874
2719,0.167684857
2720,0.174712935
2721,0.181741013
2722,0.181741013
2723,0.181741013
2724,0.181741013
2725,0.181741013
2726,0.181741013
2738,0.167684857
2739,0.167684857
2740,0.167684857
2741,0.167684857
2742,0.167684857
2743,0.167684857
2744,0.167684857
2745,0.167684857
2746,0.167684857
2747,0.174712935
2748,0.167684857
2760,0.158826778
2761,0.150866181
2762,0.158826778
2763,0.171449403
2764,0.172444344
2766,0.159572984
2767,0.165298952
2768,0.153851004
2769,0.172444344
2770,0.159744164
2771,0.181741013
2777,0.181741013
2779,0.170540549
2780,0.172444344
2783,0.153851004
2790,0.174712935
2791,0.167684857
2801,0.168462424
2802,0.168462424
2804,0.168462424
2806,0.168462424
2807,0.411949686
2808,0.168462424
2809,0.168462424
2812,0.168462424
2813,0.168462424
2814,0.161248718
2815,0.168462424
2816,0.168462424
2817,0.168462424
2818,0.168462424
2822,0.168462424
2823,0.168462424
2824,0.168462424
2825,0.168462424
2826,0.168462424
2827,0.168462424
2828,0.168462424
2829,0.168462424
2830,0.161248718
2831,0.168462424
2832,0.168462424
2833,0.168462424
2835,0.168462424
2836,0.168462424
2837,0.168462424
2838,0.168462424
2839,0.168462424
2840,0.168462424
2841,0.168462424
2842,0.168462424
2852,0.168462424
2857,0.168462424
2858,0.168462424
2859,0.161248718
2860,0.168462424
2861,0.168462424
2862,0.168462424
2863,0.168462424
2864,0.168462424
2865,0.168462424
2871,0.168462424
2872,0.168462424
2873,0.168462424
2874,0.168462424
2875,0.168462424
2876,0.168462424
2877,0.168462424
2878,0.168462424
2879,0.168462424
2880,0.168462424
2881,0.168462424
2882,0.168462424
2883,0.168462424
2885,0.168462424
2886,0.168462424
2887,0.168462424
2888,0.168462424
2889,0.168462424
2891,0.168462424
2892,0.168462424
2893,0.168462424
2894,0.168462424
2895,0.168462424
2896,0.168462424
2898,0.168462424
2901,0.168462424
2902,0.168462424
2903,0.168462424
2904,0.168462424
2905,0.168462424
2906,0.168462424
2907,0.168462424
2908,0.168462424
2909,0.168462424
2910,0.168462424
2911,0.168462424
2912,0.168462424
2914,0.168462424
2915,0.168462424
2916,0.168462424
2917,0.168462424
2918,0.168462424
2919,0.168462424
2920,0.168462424
2921,0.168462424
2940,0.168462424
3031,0.146153488
3032,0.152239869
3033,0.146153488
3034,0.152239869
3036,0.152239869
3037,0.147659504
3038,0.152239869
3040,0.146153488
3041,0.146153488
3042,0.152239869
3043,0.146153488
3044,0.147659504
3045,0.146153488
3046,0.14232613
3047,0.146153488
3048,0.146153488
3049,0.146153488
3051,0.146153488
3052,0.146153488
3053,0.146153488
3054,0.146153488
3055,0.146153488
3057,0.146153488
3060,0.146153488
3061,0.146153488
3062,0.146153488
3063,0.146153488
3064,0.146153488
3070,0.146153488
3071,0.146153488
3073,0.137328996
3076,0.146153488
3077,0.152239869
3079,0.14232613
3082,0.146153488
3084,0.146153488
3086,0.146153488
3087,0.146153488
3101,0.146153488
3102,0.146153488
3103,0.146153488
3104,0.146153488
3105,0.146153488
3106,0.14232613
3107,0.146153488
3108,0.146153488
3109,0.146153488
3110,0.146153488
3111,0.146153488
3215,0.152239869
3216,0.147659504
3217,0.152239869
3218,0.152239869
3220,0.152239869
3221,0.146153488
3222,0.152239869
3223,0.152239869
3224,0.147659504
3225,0.152239869
3226,0.15832625
3227,0.152239869
3229,0.14232613
3230,0.152239869
3231,0.15832625
3233,0.146153488
3234,0.147659504
3235,0.147659504
3237,0.152239869
3238,0.15832625
3240,0.152239869
3241,0.152239869
3242,0.146153488
3243,0.152239869
3244,0.146153488
3245,0.15832625
3246,0.152239869
3247,0.146153488
3249,0.152239869
3251,0.152239869
3252,0.146153488
3253,0.152239869
3254,0.15832625
3255,0.152239869
3256,0.152239869
3257,0.152239869
3258,0.14232613
3259,0.152239869
3260,0.152239869
3261,0.152239869
3262,0.15832625
3263,0.147659504
3264,0.152239869
3266,0.152239869
3268,0.147659504
3269,0.152239869
3272,0.146153488
3273,0.146153488
3274,0.15832625
3275,0.147659504
3276,0.152239869
3278,0.147659504
3279,0.152239869
3280,0.152239869
3281,0.146153488
3282,0.15832625
3284,0.152239869
3285,0.152239869
3287,0.152239869
3289,0.146153488
3290,0.152239869
3291,0.152239869
3293,0.15832625
3298,0.15832625
3299,0.15832625
3301,0.14232613
3302,0.138498772
3303,0.147659504
3304,0.14232613
3305,0.138498772
3307,0.147659504
3431,0.146153488
3435,0.146153488
3440,0.146153488
3441,0.146153488
3442,0.146153488
3443,0.146153488
3444,0.146153488
3445,0.146153488
3446,0.146153488
3447,0.146153488
3448,0.146153488
3449,0.146153488
3450,0.146153488
3451,0.146153488
3452,0.146153488
3455,0.146153488
3456,0.152239869
3457,0.146153488
3458,0.146153488
3461,0.146153488
3462,0.146153488
3464,0.152239869
3465,0.146153488
3466,0.146153488
3467,0.146153488
3468,0.146153488
3469,0.146153488
3470,0.146153488
3561,0.152239869
3570,0.146153488
3574,0.152239869
3575,0.152239869
3576,0.152239869
3579,0.126048137
3580,0.152239869
3581,0.152239869
3582,0.152239869
3583,0.146153488
3584,0.146153488
3585,0.152239869
3586,0.152239869
3588,0.146153488
3589,0.152239869
3590,0.152239869
3592,0.152239869
3593,0.146153488
3595,0.146153488
3597,0.146153488
3598,0.146153488
3601,0.15832625
3602,0.152239869
3603,0.152239869
3605,0.152239869
3607,0.15832625
3608,0.146153488
3740,0.152239869
3741,0.152239869
3743,0.152239869
3745,0.152239869
3746,0.15832625
3748,0.152239869
3749,0.137328996
3751,0.146153488
3752,0.152239869
3753,0.152239869
3754,0.146153488
3755,0.152239869
3756,0.137328996
3765,0.152239869
3766,0.15832625
3768,0.152239869
3769,0.15832625
3770,0.15832625
3771,0.152239869
3773,0.152239869
3774,0.152239869
3777,0.152239869
3779,0.152239869
3780,0.152239869
3781,0.152239869
3782,0.152239869
3785,0.152239869
3801,0.146153488
3802,0.146153488
3803,0.146153488
3804,0.146153488
3809,0.152239869
3810,0.152239869
3811,0.14232613
3812,0.152239869
3813,0.152239869
3814,0.152239869
3815,0.146153488
3816,0.152239869
3817,0.146153488
3818,0.152239869
3819,0.147659504
3820,0.146153488
3821,0.146153488
3822,0.146153488
3823,0.146153488
3824,0.152239869
3825,0.152239869
3826,0.14232613
3827,0.138498772
3830,0.152239869
3832,0.146153488
3833,0.14232613
3835,0.152239869
3836,0.152239869
3837,0.152239869
3838,0.15832625
3839,0.146153488
3840,0.14232613
3841,0.147659504
3842,0.14232613
3843,0.138498772
3844,0.138498772
3845,0.152239869
3846,0.152239869
3847,0.15832625
3848,0.14232613
3849,0.152239869
3850,0.15832625
3851,0.146153488
3852,0.146153488
3853,0.15832625
3854,0.146153488
3855,0.152239869
3856,0.14232613
3857,0.146153488
3858,0.138498772
3859,0.138498772
3860,0.152239869
3861,0.152239869
3862,0.14232613
3864,0.152239869
3865,0.14232613
3866,0.146153488
3867,0.146153488
3868,0.146153488
3869,0.146153488
3870,0.146153488
3871,0.146153488
3872,0.152239869
3873,0.152239869
3874,0.138498772
3875,0.152239869
3878,0.146153488
3882,0.152239869
3883,0.152239869
3884,0.152239869
3885,0.14232613
3886,0.152239869
3887,0.152239869
3890,0.152239869
3894,0.15832625
3897,0.146153488
3901,0.126048137
3902,0.126048137
3903,0.126048137
3904,0.126048137
3905,0.126048137
3906,0.126048137
3907,0.126048137
3908,0.126048137
3909,0.126048137
3910,0.126048137
3911,0.126048137
4001,0.126048137
4002,0.126048137
4003,0.126048137
4004,0.126048137
4005,0.126048137
4007,0.126048137
4008,0.126048137
4009,0.126048137
4010,0.126048137
4011,0.126048137
4014,0.126048137
4015,0.126048137
4016,0.126048137
4017,0.126048137
4019,0.126048137
4020,0.126048137
4021,0.126048137
4022,0.126048137
4024,0.126048137
4027,0.126048137
4028,0.126048137
4029,0.126048137
4030,0.126048137
4032,0.126048137
4033,0.126048137
4034,0.126048137
4037,0.126048137
4038,0.126048137
4039,0.126048137
4040,0.126048137
4041,0.126048137
4042,0.126048137
4043,0.126048137
4046,0.126048137
4047,0.126048137
4048,0.126048137
4049,0.126048137
4050,0.126048137
4051,0.126048137
4054,0.126048137
4055,0.126048137
4056,0.126048137
4057,0.126048137
4061,0.126048137
4062,0.126048137
4063,0.126048137
4064,0.126048137
4066,0.126048137
4068,0.126048137
4069,0.126048137
4070,0.126048137
4071,0.126048137
4072,0.126048137
4073,0.126048137
4074,0.126048137
4076,0.126048137
4077,0.126048137
4078,0.126048137
4079,0.126048137
4082,0.126048137
4083,0.126048137
4084,0.126048137
4085,0.126048137
4086,0.126048137
4087,0.126048137
4088,0.126048137
4090,0.126048137
4091,0.126048137
4092,0.126048137
4093,0.126048137
4095,0.126048137
4096,0.126048137
4097,0.126048137
4098,0.126048137
4101,0.126048137
4102,0.126048137
4103,0.126048137
4104,0.126048137
4105,0.126048137
4106,0.126048137
4107,0.126048137
4108,0.126048137
4109,0.126048137
4110,0.126048137
4112,0.126048137
4116,0.126048137
4122,0.126048137
4123,0.126048137
4124,0.126048137
4210,0.126048137
4211,0.126048137
4212,0.126048137
4216,0.126048137
4217,0.126048137
4219,0.126048137
4220,0.126048137
4221,0.126048137
4222,0.126048137
4223,0.126048137
4224,0.126048137
4225,0.126048137
4226,0.126048137
4227,0.126048137
4228,0.126048137
4230,0.126048137
4231,0.126048137
4234,0.126048137
4236,0.126048137
4237,0.126048137
4238,0.126048137
4239,0.126048137
4240,0.126048137
4241,0.126048137
4243,0.126048137
4250,0.126048137
4252,0.126048137
4253,0.126048137
4254,0.126048137
4255,0.126048137
4256,0.126048137
4257,0.126048137
4258,0.126048137
4259,0.126048137
4260,0.126048137
4261,0.126048137
4262,0.126048137
4263,0.126048137
4265,0.126048137
4266,0.126048137
4267,0.126048137
4268,0.126048137
4270,0.126048137
4271,0.126048137
4274,0.126048137
4275,0.126048137
4276,0.126048137
4280,0.126048137
4281,0.126048137
4282,0.126048137
4284,0.126048137
4285,0.126048137
4286,0.126048137
4287,0.126048137
4288,0.126048137
4289,0.126048137
4290,0.126048137
4291,0.126048137
4292,0.126048137
4294,0.126048137
4330,0.126048137
4332,0.126048137
4333,0.126048137
4336,0.126048137
4338,0.126048137
4341,0.126048137
4342,0.126048137
4343,0.126048137
4344,0.126048137
4345,0.126048137
4346,0.126048137
4347,0.126048137
4348,0.126048137
4349,0.126048137
4350,0.126048137
4351,0.126048137
4352,0.126048137
4353,0.126048137
4354,0.126048137
4355,0.126048137
4357,0.126048137
4358,0.126048137
4359,0.126048137
4360,0.126048137
4363,0.126048137
4364,0.126048137
4401,0.126660374
4402,0.126966492
4406,0.126048137
4408,0.136135598
4410,0.126966492
4411,0.126966492
4412,0.126966492
4413,0.17281202
4414,0.126966492
4415,0.126966492
4416,0.126660374
4417,0.136135598
4418,0.136135598
4419,0.126660374
4420,0.126048137
4421,0.126660374
4422,0.126660374
4424,0.17281202
4426,0.126660374
4427,0.126660374
4428,0.126966492
4429,0.126660374
4430,0.126966492
4431,0.126048137
4434,0.126048137
4435,0.126660374
4438,0.126048137
4441,0.126048137
4442,0.126048137
4443,0.126660374
4444,0.126660374
4448,0.126966492
4449,0.126966492
4450,0.126660374
4451,0.136135598
4453,0.126966492
4454,0.17281202
4455,0.136135598
4456,0.126660374
4457,0.136135598
4459,0.136135598
4460,0.126966492
4461,0.126966492
4462,0.126966492
4463,0.126966492
4464,0.126660374
4468,0.126966492
4469,0.126966492
4471,0.097331424
4472,0.126660374
4473,0.126966492
4474,0.126660374
4475,0.126966492
4476,0.126660374
4478,0.126048137
4479,0.126048137
4481,0.126660374
4485,0.126048137
4487,0.136135598
4488,0.126660374
4489,0.126966492
4490,0.17281202
4491,0.17281202
4492,0.17281202
4493,0.126966492
4495,0.126966492
4496,0.126660374
4497,0.136135598
4530,0.126048137
4535,0.126048137
4537,0.126048137
4538,0.126048137
4539,0.126048137
4541,0.126048137
4543,0.126048137
4544,0.126048137
4547,0.126048137
4548,0.126048137
4549,0.126048137
4551,0.126048137
4553,0.126048137
4554,0.126048137
4555,0.126048137
4556,0.126048137
4558,0.126048137
4562,0.126048137
4563,0.126048137
4564,0.126048137
4565,0.126048137
4568,0.126048137
4571,0.126048137
4572,0.126048137
4573,0.126048137
4574,0.126048137
4575,0.126048137
4576,0.126048137
4578,0.126048137
4579,0.126048137
4605,0.126660374
4606,0.126966492
4607,0.126966492
4609,0.126966492
4611,0.126966492
4612,0.126966492
4613,0.126966492
4614,0.126660374
4616,0.126966492
4617,0.126966492
4619,0.17281202
4622,0.136135598
4623,0.136135598
4624,0.126966492
4625,0.126966492
4626,0.126966492
4627,0.126966492
4628,0.136135598
4629,0.126966492
4630,0.136135598
4631,0.126966492
4634,0.136135598
4637,0.17281202
4640,0.126966492
4642,0.126966492
4643,0.126966492
4644,0.126966492
4646,0.126966492
4648,0.126966492
4649,0.126966492
4652,0.126966492
4653,0.126966492
4654,0.136135598
4655,0.126966492
4657,0.136135598
4658,0.126966492
4660,0.126966492
4662,0.126966492
4664,0.126966492
4666,0.136135598
4667,0.136135598
4668,0.17281202
4669,0.126966492
4671,0.17281202
4672,0.126966492
4673,0.126966492
4674,0.126966492
4675,0.126966492
4676,0.126660374
4677,0.126966492
4679,0.126966492
4680,0.126966492
4681,0.126966492
4683,0.126966492
4684,0.126660374
4685,0.126966492
4686,0.136135598
4691,0.126966492
4693,0.126966492
4694,0.17281202
4730,0.097331424
4733,0.17281202
4747,0.17281202
4760,0.17281202
4761,0.059591127
4763,0.17281202
4765,0.17281202
4776,0.136135598
4777,0.17281202
4780,0.17281202
4841,0.126048137
4843,0.126048137
4846,0.126048137
4847,0.126048137
4848,0.126048137
4849,0.126048137
4850,0.126048137
4854,0.126048137
4855,0.126048137
4856,0.126048137
4858,0.126048137
4859,0.126048137
4860,0.126048137
4861,0.126048137
4862,0.126048137
4864,0.126048137
4865,0.126048137
4901,0.126048137
4903,0.126048137
4910,0.126048137
4911,0.101871152
4912,0.126048137
4915,0.126048137
4917,0.126048137
4918,0.126048137
4920,0.126048137
4921,0.126048137
4922,0.126048137
4923,0.126048137
4924,0.126048137
4925,0.126048137
4926,0.126048137
4927,0.126048137
4928,0.126660374
4929,0.126048137
4930,0.126660374
4932,0.126660374
4933,0.126048137
4935,0.126048137
4936,0.126048137
4937,0.126048137
4938,0.101871152
4939,0.126660374
4940,0.126048137
4941,0.126048137
4942,0.126048137
4943,0.126048137
4944,0.126048137
4945,0.126048137
4947,0.126048137
4949,0.126048137
4950,0.101871152
4951,0.126048137
4952,0.126048137
4953,0.126660374
4954,0.126048137
4955,0.126048137
4956,0.126048137
4957,0.101871152
4958,0.101871152
4961,0.126048137
4962,0.126048137
4963,0.126048137
4964,0.126048137
4965,0.126048137
4966,0.126048137
4967,0.126048137
4969,0.126048137
4970,0.126048137
4971,0.126048137
4972,0.126048137
4973,0.126048137
4974,0.126048137
4975,0.126048137
4976,0.126048137
4978,0.126048137
4979,0.126048137
4981,0.126048137
4982,0.126048137
4983,0.126048137
4984,0.126048137
4985,0.126048137
4986,0.126048137
4987,0.126048137
4988,0.126048137
4989,0.126048137
4992,0.126048137
5001,0.200011965
5009,0.200011965
5031,0.200011965
5032,0.200011965
5033,0.216724377
5034,0.200011965
5035,0.200011965
5036,0.216724377
5037,0.200011965
5038,0.216724377
5039,0.216724377
5040,0.216724377
5041,0.216724377
5042,0.216724377
5043,0.200011965
5045,0.200011965
5046,0.216724377
5047,0.200011965
5048,0.200011965
5050,0.200011965
5051,0.216724377
5052,0.200011965
5053,0.200011965
5055,0.200011965
5056,0.200011965
5058,0.200011965
5059,0.200011965
5060,0.216724377
5061,0.216724377
5062,0.200011965
5065,0.200011965
5067,0.200011965
5068,0.216724377
5069,0.216724377
5070,0.200011965
5071,0.200011965
5072,0.216724377
5073,0.200011965
5075,0.200011965
5076,0.216724377
5077,0.216724377
5079,0.216724377
5081,0.200011965
5083,0.216724377
5084,0.200011965
5086,0.216724377
5088,0.200011965
5089,0.200011965
5091,0.200011965
5101,0.200011965
5141,0.200011965
5142,0.200011965
5143,0.200011965
5146,0.200011965
5148,0.200011965
5149,0.200011965
5150,0.200011965
5151,0.200011965
5152,0.200011965
5153,0.200011965
5154,0.200011965
5155,0.200011965
5156,0.200011965
5158,0.200011965
5159,0.200011965
5161,0.200011965
5201,0.200011965
5250,0.200011965
5251,0.200011965
5252,0.200011965
5253,0.200011965
5254,0.200011965
5255,0.200011965
5257,0.200011965
5260,0.200011965
5261,0.200011965
5262,0.200011965
5301,0.200011965
5340,0.200011965
5341,0.200011965
5342,0.200011965
5343,0.200011965
5344,0.200011965
5345,0.200011965
5346,0.200011965
5350,0.200011965
5351,0.200011965
5352,0.200011965
5353,0.200011965
5354,0.200011965
5355,0.200011965
5356,0.200011965
5358,0.200011965
5359,0.200011965
5360,0.200011965
5361,0.200011965
5362,0.200011965
5363,0.200011965
5401,0.178270783
5402,0.156529601
5403,0.184081172
5404,0.178270783
5405,0.156529601
5406,0.156529601
5407,0.200011965
5408,0.178270783
5439,0.200011965
5440,0.195701949
5441,0.197856957
5442,0.195701949
5443,0.200011965
5444,0.197856957
